D,L,P,G,Tin,X,CHF
0.0131,3,2824,1030,56.68,0.552,1963
0.0131,3,2471,1080,56.6,0.521,1975
0.0131,3,2216,1123,56.79,0.495,1976
0.0131,3,2059,1150,56.5,0.479,1975
0.0131,3,1961,1171,56.68,0.467,1973
0.0131,3,1824,1212,56.83,0.444,1973
0.0131,2.75,3138,941,51.72,0.571,2031
0.0131,2.75,3344,926,51.7,0.579,2021
0.0131,2.75,3442,918,51.65,0.585,2021
0.0131,2.75,3089,941,51.69,0.567,2021
0.0131,2.75,2638,978,51.85,0.543,2029
0.0131,2.75,2383,1008,51.85,0.526,2040
0.0131,2.75,2118,1045,51.61,0.5,2037
0.0131,2.75,2020,1068,51.61,0.487,2041
0.0131,2.75,1814,1105,51.75,0.465,2039
0.0131,2.75,1706,1127,51.85,0.452,2037
0.0131,2.75,3491,911,55.69,0.595,2007
0.0131,2.75,2942,948,55.6,0.565,2008
0.0131,2.75,2687,963,55.58,0.555,2008
0.0131,2.75,2462,1008,53.27,0.517,2017
0.0131,2.75,2275,1023,53.02,0.511,2021
0.0131,2.75,2050,1068,53.14,0.481,2023
0.0131,2.75,1844,1097,53.35,0.466,2023
0.0131,2.75,1706,1127,53.28,0.453,2030
0.0131,2.75,1549,1157,53.3,0.439,2030
0.0131,2.75,3393,590,47.85,0.693,1441
0.0131,2.75,2020,657,43.23,0.607,1460
0.0131,2.75,1814,664,42.89,0.603,1463
0.0131,2.75,1540,702,43.19,0.562,1465
0.0131,2.75,1402,739,42.99,0.521,1464
0.0131,2.75,1245,776,43.15,0.488,1464
0.0131,2.75,1079,814,43.3,0.462,1467
0.0131,2.75,3511,582,43.36,0.693,1438
0.0131,2.75,3217,590,43.23,0.682,1438
0.0131,2.75,2618,612,43.01,0.689,1490
0.0131,2.75,2275,627,42.96,0.669,1490
0.0131,2.75,1971,679,43.32,0.571,1453
0.0131,2.75,1667,702,43.21,0.555,1460
0.0131,2.75,1461,732,43.38,0.527,1462
0.0131,2.75,1245,776,43.38,0.488,1464
0.0131,2.75,1020,821,43.33,0.457,1464
0.0131,2.75,3334,343,29.94,0.884,1006
0.0131,2.75,3040,345,30.08,0.879,1006
0.0131,2.75,2746,349,30.06,0.869,1010
0.0131,2.75,2403,362,30.06,0.832,1015
0.0131,2.75,2305,364,30.05,0.824,1014
0.0131,2.75,2059,367,29.92,0.819,1014
0.0131,2.75,1716,373,29.65,0.802,1013
0.0131,2.75,1569,384,30.01,0.77,1012
0.0131,2.75,1402,399,30.06,0.73,1011
0.0131,2.75,3383,356,30.16,0.869,1032
0.0131,2.75,3579,352,30.24,0.89,1037
0.0131,2.75,3266,346,29.81,0.872,1004
0.0131,2.75,2844,351,30.27,0.851,1001
0.0131,2.75,2599,353,29.88,0.854,1009
0.0131,2.75,2187,361,29.94,0.837,1013
0.0131,2.75,1961,370,30.34,0.806,1011
0.0131,2.75,1687,382,29.95,0.769,1008
0.0131,2.75,1549,388,30.07,0.754,1008
0.0131,2.75,1373,401,30.22,0.724,1008
0.0131,2.5,3530,315,29.33,0.88,1014
0.0131,2.5,3334,320,29.46,0.861,1014
0.0131,2.5,2991,320,29.55,0.856,1011
0.0131,2.5,2550,322,29.47,0.848,1007
0.0131,2.5,2157,327,29.88,0.838,1011
0.0131,2.5,1961,335,29.39,0.806,1009
0.0131,2.5,3432,330,29.65,0.804,1004
0.0131,2.5,3413,315,29.77,0.869,1005
0.0131,2.5,3187,318,29.45,0.859,1007
0.0131,2.5,2893,320,29.4,0.852,1007
0.0131,2.5,2520,323,29.49,0.846,1007
0.0131,2.5,2795,326,29.93,0.837,1011
0.0131,2.5,2256,331,32.18,0.825,1011
0.0131,2.5,1961,335,31.78,0.812,1009
0.0131,2.5,1667,346,31.96,0.784,1014
0.0131,2.5,1471,352,31.76,0.768,1013
0.0131,2.5,1275,366,32.33,0.729,1009
0.0131,2.5,1814,346,31.88,0.775,1009
0.0131,2.5,1569,357,31.93,0.751,1013
0.0131,2.5,1402,363,31.98,0.74,1015
0.0131,2.5,1206,373,32.04,0.715,1015
0.0131,2.5,3472,509,42.63,0.766,1469
0.0131,2.5,3374,496,40.77,0.774,1444
0.0131,2.5,3177,509,40.52,0.74,1441
0.0131,2.5,2726,523,40.64,0.714,1439
0.0131,2.5,2481,538,40.55,0.69,1444
0.0131,2.5,2285,539,40.82,0.691,1445
0.0131,2.5,2030,551,40.39,0.676,1450
0.0131,2.5,1775,564,40.54,0.663,1457
0.0131,2.5,1549,596,40.37,0.618,1461
0.0131,2.5,1314,632,40.74,0.574,1464
0.0131,2.5,1108,670,40.71,0.53,1461
0.0131,2.5,3540,517,40.55,0.713,1435
0.0131,2.5,3275,502,40.78,0.758,1441
0.0131,2.5,2824,514,40.63,0.734,1441
0.0131,2.5,2481,526,40.55,0.711,1441
0.0131,2.5,2432,538,40.34,0.689,1444
0.0131,2.5,2128,555,40.38,0.667,1450
0.0131,2.5,1824,564,40.55,0.656,1450
0.0131,2.5,1628,584,41.5,0.632,1453
0.0131,2.5,1422,622,40.83,0.584,1464
0.0131,2.5,1216,644,40.81,0.562,1464
0.0131,2.5,1020,685,40.93,0.517,1461
0.0131,2.5,3246,779,50.27,0.66,2020
0.0131,2.5,2746,815,50.19,0.62,2021
0.0131,2.5,2481,838,50.37,0.599,2024
0.0131,2.5,2138,884,50.22,0.559,2031
0.0131,2.5,1981,908,50.3,0.538,2031
0.0131,2.5,1795,938,49.99,0.517,2035
0.0131,2.5,1618,967,51.24,0.499,2031
0.0131,2.5,3432,770,51.46,0.666,2008
0.0131,2.5,3275,780,51.32,0.657,2014
0.0131,2.5,3050,787,51.37,0.649,2010
0.0131,2.5,2697,819,49.82,0.611,2013
0.0131,2.5,2442,847,49.92,0.585,2018
0.0131,2.5,2138,873,49.98,0.564,2018
0.0131,2.5,2040,894,50.72,0.545,2015
0.0131,2.5,1834,920,49.95,0.523,2013
0.0131,2.5,1599,959,49.91,0.497,2013
0.0131,2.5,3354,770,50.22,0.659,1999
0.0131,2.5,2795,799,49.82,0.626,1996
0.0131,2.5,1981,892,49.82,0.541,2002
0.0131,2.25,2736,1050,55.71,0.507,2545
0.0131,2.25,2530,1062,55.83,0.5,2538
0.0131,2.25,3383,980,55.56,0.543,2504
0.0131,2.25,2991,1026,55.9,0.506,2500
0.0131,2.25,2491,1053,55.63,0.495,2500
0.0131,2.25,2275,1091,55.65,0.47,2501
0.0131,2.25,2089,1127,55.63,0.451,2503
0.0131,2.25,1971,1145,55.77,0.446,2515
0.0131,2.25,3491,971,55.69,0.544,2489
0.0131,2.25,3089,997,55.76,0.53,2497
0.0131,2.25,3187,989,55.57,0.528,2480
0.0131,2.25,2785,1015,55.83,0.514,2482
0.0131,2.25,2530,1049,55.59,0.495,2494
0.0131,2.25,2275,1078,55.65,0.478,2490
0.0131,2.25,1971,1127,55.77,0.461,2520
0.0131,2.25,3511,715,49.83,0.624,2004
0.0131,2.25,3207,720,49.74,0.621,2002
0.0131,2.25,2815,740,49.78,0.599,2002
0.0131,2.25,2412,764,49.68,0.583,2019
0.0131,2.25,1952,818,49.73,0.536,2027
0.0131,2.25,1824,832,49.65,0.518,2009
0.0131,2.25,1638,847,49.72,0.517,2031
0.0131,2.25,1491,894,49.92,0.48,2033
0.0131,2.25,3511,706,49.11,0.635,2002
0.0131,2.25,2766,739,48.95,0.599,2002
0.0131,2.25,3256,709,49.03,0.633,2000
0.0131,2.25,3011,721,48.89,0.617,1996
0.0131,2.25,2609,748,49.03,0.589,2000
0.0131,2.25,2305,763,48.74,0.578,2003
0.0131,2.25,2001,809,48.94,0.533,2007
0.0131,2.25,1697,843,48.94,0.509,2009
0.0131,2.25,1491,879,49.2,0.487,2019
0.0131,2.25,3530,480,39.16,0.69,1457
0.0131,2.25,2599,499,38.74,0.672,1473
0.0131,2.25,2207,510,38.84,0.657,1475
0.0131,2.25,1765,522,39.04,0.644,1475
0.0131,2.25,1549,545,38.69,0.612,1482
0.0131,2.25,1353,570,39.07,0.58,1487
0.0131,2.25,1177,608,39.01,0.531,1485
0.0131,2.25,3432,480,38.76,0.683,1448
0.0131,2.25,2501,484,35.99,0.692,1461
0.0131,2.25,2354,502,38.93,0.669,1472
0.0131,2.25,2059,508,39.02,0.666,1475
0.0131,2.25,1814,523,39.06,0.642,1475
0.0131,2.25,1569,548,39.11,0.602,1475
0.0131,2.25,1393,576,39.08,0.563,1477
0.0131,2.25,1098,627,39.08,0.511,1490
0.0131,2.25,3530,284,27.65,0.838,988
0.0131,2.25,3844,283,27.33,0.849,994
0.0131,2.25,3040,287,27.92,0.832,991
0.0131,2.25,2893,290,30.6,0.828,992
0.0131,2.25,2697,290,30.65,0.83,995
0.0131,2.25,2550,288,30.66,0.842,995
0.0131,2.25,2187,289,30.66,0.849,1000
0.0131,2.25,1814,292,30.2,0.848,1006
0.0131,2.25,1569,302,30.25,0.812,1006
0.0131,2.25,1373,311,30.46,0.777,1003
0.0131,2.25,1206,323,30.84,0.752,1011
0.0131,2.25,1030,341,30.61,0.705,1017
0.0131,2.25,3511,281,30.42,0.857,988
0.0131,2.25,3217,282,30.77,0.865,995
0.0131,2.25,2795,284,30.65,0.86,995
0.0131,2.25,2373,290,30.53,0.844,1000
0.0131,2.25,2079,289,30.45,0.856,1005
0.0131,2.25,1814,292,30.2,0.848,1006
0.0131,2.25,1667,299,30.28,0.822,1006
0.0131,2.25,1255,319,30.6,0.765,1013
0.0131,2.25,1010,339,30.66,0.713,1017
0.0131,2,3432,246,26.06,0.888,1002
0.0131,2,3364,253,26.92,0.859,1007
0.0131,2,2942,259,26.36,0.815,996
0.0131,2,2795,256,27.54,0.85,1008
0.0131,2,2481,255,27.85,0.861,1011
0.0131,2,2393,257,28.62,0.852,1008
0.0131,2,2059,258,28.72,0.85,1006
0.0131,2,1893,261,28.9,0.834,1006
0.0131,2,1667,264,28.84,0.828,1006
0.0131,2,1344,273,28.21,0.801,1015
0.0131,2,1206,281,29.4,0.777,1018
0.0131,2,1049,291,29.3,0.746,1019
0.0131,2,3511,249,29.7,0.883,1002
0.0131,2,3138,252,29.91,0.875,1007
0.0131,2,2864,255,29.74,0.859,1006
0.0131,2,2746,251,29.58,0.88,1006
0.0131,2,2452,258,29.56,0.848,1009
0.0131,2,2305,259,29.33,0.846,1010
0.0131,2,1834,264,29.59,0.826,1008
0.0131,2,1569,270,29.29,0.808,1012
0.0131,2,1373,273,29.26,0.803,1015
0.0131,2,1177,281,29.44,0.778,1018
0.0131,2,961,295,29.6,0.737,1020
0.0131,2,3530,391,34.61,0.778,1446
0.0131,2,3236,399,34.5,0.763,1454
0.0131,2,3168,404,34.59,0.746,1452
0.0131,2,2648,416,34.58,0.716,1450
0.0131,2,2275,426,34.57,0.698,1452
0.0131,2,1961,428,34.66,0.707,1463
0.0131,2,1569,446,34.8,0.679,1473
0.0131,2,1373,451,34.53,0.676,1476
0.0131,2,1177,482,34.46,0.613,1470
0.0131,2,1040,517,34.88,0.56,1473
0.0131,2,3530,393,34.85,0.769,1442
0.0131,2,2893,404,34.68,0.749,1452
0.0131,2,2452,418,34.59,0.715,1452
0.0131,2,2305,426,34.61,0.707,1465
0.0131,2,1765,433,34.73,0.699,1463
0.0131,2,1451,449,34.66,0.67,1463
0.0131,2,1275,471,34.72,0.628,1463
0.0131,2,1030,514,34.68,0.567,1476
0.0131,2,3364,612,45.14,0.657,2004
0.0131,2,2922,621,45.12,0.654,2016
0.0131,2,3442,603,44.23,0.671,2004
0.0131,2,3119,608,44.15,0.671,2011
0.0131,2,2618,623,41.57,0.65,2019
0.0131,2,2393,646,41.56,0.619,2023
0.0131,2,1971,668,41.64,0.603,2038
0.0131,2,1667,703,41.78,0.562,2036
0.0131,2,1461,718,41.71,0.55,2034
0.0131,2,1285,756,44.2,0.518,2034
0.0131,2,1138,776,44.12,0.506,2041
0.0131,2,3413,608,44.16,0.663,2004
0.0131,2,3070,615,44.11,0.654,2004
0.0131,2,2775,627,44.12,0.641,2009
0.0131,2,2422,642,44.18,0.624,2012
0.0131,2,2069,708,44.08,0.54,2016
0.0131,2,1716,681,41.62,0.588,2031
0.0131,2,1510,713,41.7,0.554,2034
0.0131,2,1138,776,41.72,0.495,2024
0.0131,2,3452,877,50.4,0.541,2552
0.0131,2,3197,859,50.26,0.565,2546
0.0131,2,3001,877,50.36,0.546,2541
0.0131,2,2756,881,50.17,0.551,2550
0.0131,2,2452,921,50.16,0.514,2545
0.0131,2,2040,968,50.24,0.484,2549
0.0131,2,1785,999,50.17,0.471,2561
0.0131,2,1608,1041,50.2,0.446,2566
0.0131,2,3246,860,50.27,0.561,2541
0.0131,2,3001,864,50.12,0.559,2536
0.0131,2,2697,882,50.06,0.548,2545
0.0131,2,2501,894,50.12,0.54,2545
0.0131,2,2197,939,50.08,0.504,2545
0.0131,2,1893,988,50.22,0.474,2553
0.0131,2,1736,1006,50.37,0.467,2561
0.0131,2,1628,1038,50.12,0.446,2559
0.0131,1.75,3275,996,51.8,0.452,2994
0.0131,1.75,3305,986,51.67,0.455,2979
0.0131,1.75,2903,1004,51.66,0.448,2975
0.0131,1.75,2697,1017,51.74,0.446,2986
0.0131,1.75,2481,1031,51.81,0.443,2992
0.0131,1.75,2275,1060,51.82,0.426,2992
0.0131,1.75,1991,1116,51.77,0.396,2992
0.0131,1.75,1785,1163,51.85,0.376,2999
0.0131,1.75,3432,982,51.7,0.454,2973
0.0131,1.75,3050,998,51.61,0.448,2969
0.0131,1.75,2697,1030,51.74,0.43,2969
0.0131,1.75,2550,1049,51.75,0.423,2982
0.0131,1.75,2089,1074,51.8,0.419,2978
0.0131,1.75,1883,1119,51.85,0.396,2984
0.0131,1.75,1804,1146,51.7,0.38,2976
0.0131,1.75,3393,708,45.69,0.571,2445
0.0131,1.75,2971,717,45.67,0.565,2445
0.0131,1.75,2746,732,45.64,0.554,2457
0.0131,1.75,2491,758,45.58,0.527,2457
0.0131,1.75,2314,779,45.61,0.507,2457
0.0131,1.75,2089,796,41.26,0.488,2466
0.0131,1.75,1863,819,45.76,0.479,2460
0.0131,1.75,1657,867,45.77,0.44,2462
0.0131,1.75,1402,896,45.87,0.43,2471
0.0131,1.75,1187,938,45.88,0.406,2465
0.0131,1.75,3511,697,45.76,0.573,2419
0.0131,1.75,3070,703,45.79,0.577,2430
0.0131,1.75,3295,708,45.72,0.557,2408
0.0131,1.75,2932,711,45.57,0.566,2422
0.0131,1.75,2569,783,69.89,0.54,2431
0.0131,1.75,2216,761,45.78,0.521,2431
0.0131,1.75,1912,782,45.73,0.507,2433
0.0131,1.75,1706,814,45.62,0.479,2428
0.0131,1.75,1500,847,45.68,0.455,2428
0.0131,1.75,1294,886,45.98,0.434,2439
0.0131,1.75,3481,355,40.64,0.754,1453
0.0131,1.75,3432,331,32.05,0.824,1453
0.0131,1.75,3334,332,32.33,0.825,1459
0.0131,1.75,2991,331,31.94,0.833,1462
0.0131,1.75,2697,336,32.09,0.819,1464
0.0131,1.75,2305,342,31.97,0.8,1462
0.0131,1.75,2010,352,32.18,0.77,1463
0.0131,1.75,1795,361,32.03,0.758,1478
0.0131,1.75,1569,367,32.17,0.742,1473
0.0131,1.75,1422,378,32.21,0.708,1466
0.0131,1.75,1177,397,32.07,0.669,1473
0.0131,1.75,1049,412,32.17,0.64,1475
0.0131,1.75,3579,329,32.16,0.833,1453
0.0131,1.75,3275,331,31.91,0.818,1449
0.0131,1.75,3040,332,32.24,0.811,1441
0.0131,1.75,2844,334,32.19,0.819,1455
0.0131,1.75,2452,337,31.95,0.817,1462
0.0131,1.75,2059,350,31.83,0.781,1469
0.0131,1.75,1814,359,31.88,0.757,1471
0.0131,1.75,1373,377,31.9,0.713,1469
0.0131,1.75,1177,396,32.07,0.671,1473
0.0131,1.75,3530,212,31.01,0.894,982
0.0131,1.75,3432,216,31.09,0.872,983
0.0131,1.75,3236,222,30.9,0.835,983
0.0131,1.75,2844,219,31.23,0.865,989
0.0131,1.75,2403,223,31.5,0.846,989
0.0131,1.75,2108,223,30.75,0.852,995
0.0131,1.75,1863,226,30.91,0.848,1002
0.0131,1.75,1667,228,31,0.838,998
0.0131,1.75,1422,232,31.25,0.818,996
0.0131,1.75,1079,237,31.09,0.803,994
0.0131,1.75,932,249,31.09,0.754,994
0.0131,1.75,3432,215,31.09,0.869,978
0.0131,1.75,3334,212,31.13,0.893,981
0.0131,1.75,2726,217,32.73,0.863,975
0.0131,1.75,2256,220,31.46,0.862,986
0.0131,1.75,1961,222,30.82,0.858,991
0.0131,1.75,1667,228,31,0.825,987
0.0131,1.75,1206,239,30.84,0.784,991
0.0131,1.75,961,244,30.79,0.766,989
0.0131,1.5,3432,185,24.62,0.872,995
0.0131,1.5,3462,181,24.7,0.909,1001
0.0131,1.5,3187,184,24.66,0.881,997
0.0131,1.5,2991,189,24.75,0.856,1002
0.0131,1.5,2746,189,26.94,0.863,1002
0.0131,1.5,2599,190,27,0.866,1007
0.0131,1.5,2501,186,27.12,0.889,1004
0.0131,1.5,2256,188,26.91,0.876,1004
0.0131,1.5,1863,188,26.84,0.881,1005
0.0131,1.5,1569,190,26.9,0.875,1005
0.0131,1.5,1226,195,29.71,0.855,1005
0.0131,1.5,981,208,27.18,0.794,1018
0.0131,1.5,873,214,27.69,0.774,1020
0.0131,1.5,3334,186,27.3,0.878,999
0.0131,1.5,2844,186,27.16,0.886,1003
0.0131,1.5,2040,189,26.77,0.885,1014
0.0131,1.5,1765,191,27.06,0.868,1009
0.0131,1.5,1402,197,26.95,0.848,1019
0.0131,1.5,1275,199,27.3,0.84,1017
0.0131,1.5,1128,205,26.94,0.807,1015
0.0131,1.5,912,215,28.68,0.764,1017
0.0131,1.5,3432,293,28.45,0.804,1487
0.0131,1.5,3236,294,29.7,0.805,1490
0.0131,1.5,3040,296,29.84,0.807,1499
0.0131,1.5,2795,296,29.69,0.812,1502
0.0131,1.5,2530,300,29.48,0.798,1505
0.0131,1.5,2207,308,29.49,0.773,1505
0.0131,1.5,1765,311,29.46,0.775,1512
0.0131,1.5,1599,312,29.55,0.774,1513
0.0131,1.5,1422,366,29.57,0.612,1516
0.0131,1.5,1177,339,29.44,0.7,1520
0.0131,1.5,1079,351,29.65,0.673,1526
0.0131,1.5,3550,292,29.46,0.809,1487
0.0131,1.5,3138,293,29.67,0.812,1490
0.0131,1.5,2942,293,29.48,0.81,1491
0.0131,1.5,2403,298,29.34,0.802,1497
0.0131,1.5,1932,308,29.53,0.771,1497
0.0131,1.5,1275,334,29.46,0.704,1510
0.0131,1.5,1177,341,29.68,0.696,1523
0.0131,1.5,1079,350,29.65,0.673,1523
0.0131,1.5,3481,429,37.05,0.752,2059
0.0131,1.5,3187,429,37.12,0.757,2062
0.0131,1.5,2942,429,37.15,0.76,2063
0.0131,1.5,2648,437,36.98,0.745,2071
0.0131,1.5,2403,443,37.01,0.733,2075
0.0131,1.5,2059,452,37.1,0.719,2076
0.0131,1.5,1863,466,36.9,0.693,2083
0.0131,1.5,1716,480,37.07,0.666,2084
0.0131,1.5,1471,502,37.02,0.629,2084
0.0131,1.5,1275,526,37.12,0.597,2099
0.0131,1.5,1059,560,37.16,0.553,2102
0.0131,1.5,3599,432,37.32,0.738,2052
0.0131,1.5,3256,436,37.05,0.729,2053
0.0131,1.5,2942,434,37.15,0.746,2064
0.0131,1.5,2746,432,37.25,0.753,2061
0.0131,1.5,2285,452,37.22,0.709,2064
0.0131,1.5,1765,476,37.12,0.667,2072
0.0131,1.5,1471,507,37.02,0.617,2081
0.0131,1.5,1177,542,37.34,0.569,2085
0.0131,1.5,1059,571,37.16,0.532,2092
0.0131,1.5,3128,567,41.7,0.684,2542
0.0131,1.5,3550,566,41.69,0.68,2542
0.0131,1.5,3177,566,41.72,0.689,2550
0.0131,1.5,2873,571,41.68,0.682,2548
0.0131,1.5,2579,582,41.64,0.665,2548
0.0131,1.5,2324,599,41.55,0.644,2557
0.0131,1.5,2099,609,41.53,0.633,2562
0.0131,1.5,1844,705,41.62,0.501,2562
0.0131,1.5,1520,672,41.56,0.561,2575
0.0131,1.5,1314,700,41.7,0.535,2583
0.0131,1.5,1157,728,41.79,0.509,2580
0.0131,1.5,1000,851,41.7,0.402,2585
0.0131,1.5,3452,567,41.54,0.682,2547
0.0131,1.5,3177,567,41.72,0.687,2550
0.0131,1.5,2677,645,41.71,0.562,2564
0.0131,1.5,2226,612,41.72,0.624,2560
0.0131,1.5,1579,670,41.6,0.558,2566
0.0131,1.5,1402,709,41.8,0.518,2575
0.0131,1.5,1000,761,54.86,0.481,2486
0.0131,1.5,3285,747,47.92,0.589,3040
0.0131,1.5,3413,742,47.75,0.593,3040
0.0131,1.5,2913,764,47.8,0.572,3040
0.0131,1.5,2618,791,47.56,0.547,3050
0.0131,1.5,2412,817,47.77,0.521,3047
0.0131,1.5,3413,724,42.72,0.577,2957
0.0131,1.5,3011,737,42.66,0.57,2966
0.0131,1.5,3295,733,42.85,0.57,2966
0.0131,1.5,2766,750,42.72,0.562,2981
0.0131,1.5,2540,758,42.65,0.559,2986
0.0131,1.5,2246,789,42.71,0.527,2982
0.0131,1.5,1991,821,42.67,0.5,2986
0.0131,1.5,1706,870,42.75,0.463,2992
0.0131,1.5,1500,899,42.56,0.445,2992
0.0131,1.5,1804,840,42.6,0.488,2992
0.0131,1.5,1638,871,42.78,0.464,2992
0.0131,1.5,1500,896,42.8,0.447,2992
0.0131,1.5,2942,458,18.46,0.708,2190
0.0131,1.5,2942,537,18.94,0.606,2350
0.0131,1.5,2942,600,35.95,0.63,2590
0.0131,1.5,2942,714,38.83,0.552,2845
0.0131,1.5,2942,732,16.07,0.528,3000
0.0131,1.5,2942,935,45.06,0.413,3165
0.0131,1.5,2942,945,45.54,0.447,3320
0.0131,1.5,2942,1115,48.41,0.365,3530
0.0131,1.5,2942,1250,49.13,0.31,3680
0.0101,0.6,216,136,42.97,0.639,992
0.0101,0.6,216,135,43.92,0.648,992
0.0101,0.6,216,186,42.25,0.539,1185
0.0101,0.6,216,185,41.77,0.543,1185
0.0101,0.6,216,246,42.01,0.471,1414
0.0101,0.6,216,246,42.01,0.471,1414
0.0101,0.6,216,317,37.46,0.402,1648
0.0101,0.6,216,312,37.7,0.412,1648
0.0101,0.6,216,340,39.86,0.417,1800
0.0101,0.6,216,499,36.27,0.311,2188
0.0101,0.6,216,525,36.27,0.288,2188
0.0101,0.6,265,111,30.14,0.787,993
0.0101,0.6,265,149,41.15,0.713,1200
0.0101,0.6,265,154,42.35,0.688,1203
0.0101,0.6,265,199,37.08,0.595,1400
0.0101,0.6,265,201,40.91,0.6,1414
0.0101,0.6,265,200,42.11,0.607,1414
0.0101,0.6,265,276,38.28,0.475,1640
0.0101,0.6,265,276,39.24,0.477,1640
0.0101,0.6,265,326,40.43,0.434,1800
0.0101,0.6,265,325,40.43,0.436,1800
0.0101,0.6,265,446,37.56,0.358,2175
0.0101,0.6,265,446,38.76,0.36,2175
0.0101,0.6,314,114,40.07,0.773,985
0.0101,0.6,314,114,40.07,0.773,985
0.0101,0.6,314,141,39.83,0.743,1187
0.0101,0.6,314,143,40.79,0.736,1187
0.0101,0.6,314,194,41.51,0.626,1415
0.0101,0.6,314,194,42.23,0.627,1415
0.0101,0.6,314,266,38.16,0.496,1649
0.0101,0.6,314,266,38.16,0.496,1649
0.0101,0.6,314,304,41.27,0.471,1800
0.0101,0.6,314,304,41.27,0.471,1800
0.0101,0.6,314,418,37.2,0.389,2190
0.0101,0.6,314,421,37.44,0.384,2190
0.0101,0.6,314,551,34.81,0.316,2552
0.0101,0.6,314,548,34.33,0.319,2552
0.0101,1.15,216,287,33.4,0.524,953
0.0101,1.15,216,383,33.4,0.462,1160
0.0101,1.15,216,413,33.64,0.453,1231
0.0101,1.15,216,542,30.05,0.367,1409
0.0101,1.15,216,599,32.92,0.363,1532
0.0101,1.15,265,196,25.36,0.7,837
0.0101,1.15,265,197,27.75,0.7,837
0.0101,1.15,265,251,32.78,0.649,994
0.0101,1.15,265,289,33.26,0.621,1105
0.0101,1.15,265,329,32.78,0.565,1172
0.0101,1.15,265,329,32.78,0.565,1172
0.0101,1.15,265,366,33.49,0.536,1250
0.0101,1.15,265,401,31.58,0.513,1335
0.0101,1.15,265,461,32.06,0.478,1455
0.0101,1.15,265,503,31.58,0.463,1555
0.0101,1.15,265,574,31.34,0.414,1643
0.0101,1.15,265,628,31.58,0.386,1712
0.0101,1.15,265,983,39,0.246,1960
0.0101,1.15,265,983,39,0.246,1960
0.0101,1.15,265,1105,39.48,0.23,2115
0.0101,1.15,314,238,42.23,0.698,984
0.0101,1.15,314,308,31.94,0.605,1168
0.0101,1.15,314,341,33.13,0.573,1238
0.0101,1.15,314,440,33.13,0.502,1450
0.0101,1.15,314,565,31.22,0.43,1681
0.0101,1.15,314,607,32.89,0.418,1762
0.0101,1.15,314,1076,38.64,0.226,2097
0.0101,1.15,314,1154,45.81,0.222,2150
0.01,2,3040,354,32,0.776,1006
0.01,2,3040,363,31.76,0.745,1006
0.01,2,3040,438,34.63,0.775,1238
0.01,2,3040,565,36.07,0.7,1498
0.01,2,3040,559,36.79,0.715,1498
0.01,2,3040,685,38.23,0.66,1746
0.01,2,3040,853,35.59,0.574,2021
0.01,2,4021,800,39.02,0.602,1958
0.01,2,4021,690,39.74,0.657,1769
0.01,2,4021,587,41.18,0.654,1497
0.01,2,4021,474,41.42,0.689,1243
0.01,2,4021,357,43.1,0.777,1000
0.01,2,2059,383,44.53,0.729,1009
0.01,2,2059,493,45.97,0.678,1235
0.01,2,2059,633,45.97,0.622,1503
0.01,2,2059,778,46.44,0.576,1760
0.01,2,2059,952,47.4,0.515,2013
0.01,2,1079,450,49.28,0.599,998
0.01,2,1079,614,50.24,0.514,1229
0.01,2,1079,795,47.12,0.467,1509
0.01,2,1079,952,46.65,0.445,1759
0.01,2,3040,936,41.58,0.609,2262
0.01,2,3040,1100,39.43,0.547,2516
0.01,2,3040,1273,40.38,0.495,2757
0.01,2,4021,1019,36.62,0.587,2476
0.01,2,2059,1019,35.19,0.516,2220
0.01,2,2059,1263,35.19,0.437,2518
0.01,2,2059,1477,36.14,0.387,2761
0.01,2,1040,1095,30.1,0.403,1995
0.01,2,981,1286,36.04,0.377,2205
0.01,2,1030,1617,39.94,0.319,2519
0.01,1,3040,168,46.38,0.907,1029
0.01,1,3040,222,49.49,0.792,1234
0.01,1,3040,281,43.74,0.776,1564
0.01,1,3040,331,50.69,0.735,1755
0.01,1,3040,400,48.77,0.704,2072
0.01,1,3040,455,50.69,0.677,2291
0.01,1,3040,497,51.65,0.68,2505
0.01,1,3040,584,51.65,0.635,2830
0.01,1,3040,662,51.41,0.578,3037
0.01,1,3040,728,51.41,0.549,3248
0.01,1,3040,890,51.17,0.441,3538
0.01,1,3040,1054,32.24,0.354,3991
0.01,1,3040,1146,36.07,0.342,4229
0.01,1,3040,1477,39.91,0.223,4603
0.01,1,3040,1464,38.95,0.23,4620
0.01,1,4021,204,49.09,0.839,1184
0.01,1,4021,243,48.85,0.734,1304
0.01,1,4021,299,44.78,0.735,1619
0.01,1,4021,311,46.21,0.815,1784
0.01,1,4021,383,46.21,0.753,2097
0.01,1,4021,424,46.45,0.733,2282
0.01,1,4021,481,46.21,0.696,2516
0.01,1,4021,558,46.69,0.676,2865
0.01,1,4021,637,46.69,0.604,3073
0.01,1,4021,693,46.69,0.609,3358
0.01,1,4021,1108,41.18,0.333,4120
0.01,1,4021,1239,39.26,0.274,4321
0.01,1,4021,1452,38.06,0.209,4677
0.01,1,2059,181,48.6,0.816,1019
0.01,1,2059,220,52.67,0.799,1215
0.01,1,2059,303,52.91,0.729,1570
0.01,1,2059,339,53.63,0.745,1777
0.01,1,2059,409,53.39,0.694,2048
0.01,1,2059,474,52.91,0.666,2313
